doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.3389/fmicb.2016.01303,publisher;repository,True,Chronic Polyaromatic Hydrocarbon (PAH) Contamination Is a Marginal Driver for Community Diversity and Prokaryotic Predicted Functioning in Coastal Sediments,2016-08-19,2016.0,journal-article,True,1664-302X,Frontiers in Microbiology,Frontiers Media SA,HAL;archimer.ifremer.fr;europepmc.org;www.ncbi.nlm.nih.gov,"Earth, Ecology, 
Energy and applied biology"
10.1007/jhep08(2016)098,publisher;repository,True,B →Vℓ+ℓ− in the Standard Model from light-cone sum rules,2016-08-01,2016.0,journal-article,True,1029-8479,Journal of High Energy Physics,Springer Science and Business Media LLC,HAL;arxiv.org;mediatum.ub.tum.de;www.pure.ed.ac.uk,"Physical sciences, Astronomy"
10.1113/jp271167,publisher;repository,True,Timing paradox of stepping and falls in ageing: not so quick and quick(er) on the trigger,2016-04-06,2016.0,journal-article,False,0022-3751,The Journal of Physiology,Wiley,HAL;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1016/j.marpolbul.2016.05.041,repository,True,Response of rocky shore communities to anthropogenic pressures in Albania (Mediterranean Sea): Ecological status assessment through the CARLIT method,2016-08-01,2016.0,journal-article,False,0025-326X,Marine Pollution Bulletin,Elsevier BV,HAL,Biology (fond.)
10.1103/physrevlett.117.082001,repository,True,Up and Down Quark Masses and Corrections to Dashen’s Theorem from Lattice QCD and Quenched QED,2016-08-15,2016.0,journal-article,False,"0031-9007,1079-7114",Physical Review Letters,American Physical Society (APS),HAL;arxiv.org;www.pure.ed.ac.uk;www.research.ed.ac.uk,"Physical sciences, Astronomy"
10.5194/bg-13-4461-2016,publisher;repository,True,"Biogeochemical and biological impacts of diazotroph blooms in a low-nutrient, low-chlorophyll ecosystem: synthesis from the VAHINE mesocosm experiment (New Caledonia)",2016-08-10,2016.0,journal-article,True,1726-4189,Biogeosciences,Copernicus GmbH,HAL;pdfs.semanticscholar.org,Biology (fond.)
10.1016/j.physletb.2016.05.019,publisher;repository,True,Limits on dark matter annihilation in the sun using the ANTARES neutrino telescope,2016-08-01,2016.0,journal-article,True,0370-2693,Physics Letters B,Elsevier BV,arxiv.org;iris.uniroma1.it;pure.uva.nl;riunet.upv.es;upcommons.upc.edu;www.vliz.be,"Earth, Ecology, 
Energy and applied biology"
10.1103/physreve.94.022401,repository,True,Optimizing experimental parameters for tracking of diffusing particles,2016-08-02,2016.0,journal-article,False,"2470-0045,2470-0053",Physical Review E,American Physical Society (APS),HAL;arxiv.org;backend.orbit.dtu.dk,"Physical sciences, Astronomy"
10.1109/taes.2016.150016,closed,False,Observability: range-only vs. bearings-only target motion analysis for a leg-by-leg observer's trajectory,2016-08-01,2016.0,journal-article,False,0018-9251,IEEE Transactions on Aerospace and Electronic Systems,Institute of Electrical and Electronics Engineers (IEEE),,"Computer and 
 information sciences"
10.1063/1.4959772,repository,True,"On the motion of viscous, compressible, and heat-conducting liquids",2016-08-01,2016.0,journal-article,False,"0022-2488,1089-7658",Journal of Mathematical Physics,AIP Publishing,arxiv.org,"Physical sciences, Astronomy"
10.1002/qj.2480,closed,False,Characterization of air–sea exchanges over the Western Mediterranean Sea during HyMeX SOP1 using the AROME–WMED model,2015-01-12,2015.0,journal-article,False,"0035-9009,1477-870X",Quarterly Journal of the Royal Meteorological Society,Wiley,,"Earth, Ecology, 
Energy and applied biology"
10.1177/0031512516656817,closed,False,Adaptability and Prediction of Anticipatory Muscular Activity Parameters to Different Movements in the Sitting Position,2016-07-22,2016.0,journal-article,False,"0031-5125,1558-688X",Perceptual and Motor Skills,SAGE Publications,,Biology (fond.)
10.1016/j.pocean.2016.06.001,repository,True,Trophic niches of sympatric tropical tuna in the Western Indian Ocean inferred by stable isotopes and neutral fatty acids,2016-08-01,2016.0,journal-article,False,0079-6611,Progress in Oceanography,Elsevier BV,HAL,Biology (fond.)
10.1109/tns.2016.2572605,closed,False,Study of the Influence of Heat Sources on the Out-of-Pile Calibration Curve of Calorimetric Cells Used for Nuclear Energy Deposition Quantification,2016-08-01,2016.0,journal-article,False,"0018-9499,1558-1578",IEEE Transactions on Nuclear Science,Institute of Electrical and Electronics Engineers (IEEE),,Engineering
10.1016/j.marenvres.2016.05.026,closed,False,Identifying the drivers of abundance and size of the invasive ctenophore Mnemiopsis leidyi in Northwestern Mediterranean lagoons,2016-08-01,2016.0,journal-article,False,0141-1136,Marine Environmental Research,Elsevier BV,,Biology (fond.)
10.1007/s10714-016-2105-7,publisher,True,Erratum to: Non-singular rotating black hole with a time delay in the center,2016-07-20,2016.0,journal-article,False,"0001-7701,1572-9532",General Relativity and Gravitation,Springer Science and Business Media LLC,,"Physical sciences, Astronomy"
10.1007/s12008-016-0331-6,repository,True,Optimization of maintenance strategy of renewable energy production system (REPS) for minimizing production loss,2016-06-25,2016.0,journal-article,False,"1955-2513,1955-2505",International Journal on Interactive Design and Manufacturing (IJIDeM),Springer Science and Business Media LLC,HAL,"Computer and 
 information sciences"
10.1007/s12008-016-0326-3,closed,False,Development of usage models for the ecodesign of products: the concept of usage ecodrift,2016-06-13,2016.0,journal-article,False,"1955-2513,1955-2505",International Journal on Interactive Design and Manufacturing (IJIDeM),Springer Science and Business Media LLC,,Biology (fond.)
10.1016/j.orggeochem.2016.05.016,repository,True,Monitoring abiotic degradation in sinking versus suspended Arctic sea ice algae during a spring ice melt using specific lipid oxidation tracers,2016-08-01,2016.0,journal-article,False,0146-6380,Organic Geochemistry,Elsevier BV,pearl.plymouth.ac.uk,"Earth, Ecology, 
Energy and applied biology"
10.1007/s12008-016-0315-6,publisher;repository,True,Efficient and successfull design methods and tools for sustainable industrial systems,2016-06-01,2016.0,journal-article,False,"1955-2513,1955-2505",International Journal on Interactive Design and Manufacturing (IJIDeM),Springer Science and Business Media LLC,HAL,"Computer and 
 information sciences"
10.1016/j.physe.2016.02.017,closed,False,Reprint of : Waiting times of entangled electrons in normal–superconducting junctions,2016-08-01,2016.0,journal-article,False,1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Elsevier BV,,"Physical sciences, Astronomy"
10.1088/1751-8113/49/30/305501,repository,True,Hamiltonian fluid reductions of drift-kinetic equations and the link with water-bags,2016-06-20,2016.0,journal-article,False,"1751-8113,1751-8121",Journal of Physics A: Mathematical and Theoretical,IOP Publishing,HAL,"Physical sciences, Astronomy"
10.1088/0957-4484/27/30/305602,closed,False,Fabrication of core–shell nanostructures via silicon on insulator dewetting and germanium condensation: towards a strain tuning method for SiGe-based heterostructures in a three-dimensional geometry,2016-06-15,2016.0,journal-article,False,"0957-4484,1361-6528",Nanotechnology,IOP Publishing,,"Physical sciences, Astronomy"
10.3354/meps11796,repository,True,Linking small pelagic dietary shifts with ecosystem changes in the Gulf of Lions,2016-07-28,2016.0,journal-article,False,"0171-8630,1616-1599",Marine Ecology Progress Series,Inter-Research Science Center,HAL;archimer.ifremer.fr,Biology (fond.)
10.1016/j.nbt.2016.06.749,repository,True,"Tropical microalgae isolated on Reunion island (France, Indian Ocean) as sources of antifouling molecules: The BIOPAINTROP project",2016-07-01,2016.0,journal-article,False,1871-6784,New Biotechnology,Elsevier BV,HAL,Biology (fond.)
10.1186/s12879-016-1676-y,publisher;repository,True,Contact diaries versus wearable proximity sensors in measuring contact patterns at a conference: method comparison and participants’ attitudes,2016-07-22,2016.0,journal-article,True,1471-2334,BMC Infectious Diseases,Springer Science and Business Media LLC,HAL;europepmc.org;repository.helmholtz-hzi.de;spiral.imperial.ac.uk;www.ncbi.nlm.nih.gov,Medical research
10.1016/j.neuroscience.2016.04.014,publisher;repository,True,Kinematic features of whole-body reaching movements underwater: Neutral buoyancy effects,2016-07-01,2016.0,journal-article,False,0306-4522,Neuroscience,Elsevier BV,HAL,Biology (fond.)
10.1142/s0218216516500474,repository,True,"Maps, immersions and permutations",2016-07-01,2016.0,journal-article,False,"0218-2165,1793-6527",Journal of Knot Theory and Its Ramifications,World Scientific Pub Co Pte Lt,arxiv.org,Mathematics
10.1111/reel.12162,repository,True,The Paris Agreement: A New Step in the Gradual Evolution of Differential Treatment in the Climate Regime?,2016-07-01,2016.0,journal-article,False,2050-0386,"Review of European, Comparative & International Environmental Law",Wiley,HAL,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.syapm.2016.06.003,closed,False,Corrigendum to: “Burkholderia novacaledonica sp. nov. and B. ultramafica sp. nov. isolated from roots of Costularia spp. pioneer plants of ultramafic soils in New Caledonia” [Syst. Appl. Microbiol. 39 (2016) 151–159],2016-07-01,2016.0,journal-article,False,0723-2020,Systematic and Applied Microbiology,Elsevier BV,,Biology (fond.)
10.1051/cocv/2015026,repository,True,Minimum-time strong optimality of a singular arc: The multi-input non involutive case,2016-05-18,2016.0,journal-article,False,"1292-8119,1262-3377","ESAIM: Control, Optimisation and Calculus of Variations",EDP Sciences,HAL;arxiv.org,Mathematics
10.1007/s00023-015-0450-9,repository,True,Landau Damping in the Kuramoto Model,2015-12-24,2015.0,journal-article,False,"1424-0637,1424-0661",Annales Henri Poincaré,Springer Science and Business Media LLC,arxiv.org,"Physical sciences, Astronomy"
10.1093/cercor/bhv123,publisher,True,Are Developmental Trajectories of Cortical Folding Comparable Between Cross-sectional Datasets of Fetuses and Preterm Newborns?,2015-06-03,2015.0,journal-article,False,"1047-3211,1460-2199",Cerebral Cortex,Oxford University Press (OUP),,Biology (fond.)
10.1097/hcr.0000000000000181,closed,False,Physiological Responses of the Modified Shuttle Test in Adults With Cystic Fibrosis,2016-07-01,2016.0,journal-article,False,1932-7501,Journal of Cardiopulmonary Rehabilitation and Prevention,Ovid Technologies (Wolters Kluwer Health),,Medical research
10.1016/j.materresbull.2016.03.015,closed,False,"Structural, vibrational and photoluminescence properties of Sr(1-x)PbxMoO4 solid solution synthesized by solid state reaction",2016-07-01,2016.0,journal-article,False,0025-5408,Materials Research Bulletin,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.neunet.2016.03.002,repository,True,"Robust mixture of experts modeling using the <mml:math altimg=""si78.gif"" display=""inline"" overflow=""scroll"" xmlns:xocs=""http://www.elsevier.com/xml/xocs/dtd"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""http://www.elsevier.com/xml/ja/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:tb=""http://www.elsevier.com/xml/common/table/dtd"" xmlns:sb=""http://www.elsevier.com/xml/common/struct-bib/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:sa=""http://www.elsevier.com/xml/common/struct-aff/dtd""><mml:mi>t</mml:mi></mml:math> distribution",2016-07-01,2016.0,journal-article,False,0893-6080,Neural Networks,Elsevier BV,arxiv.org,"Computer and 
 information sciences"
10.1063/1.4958653,repository,True,Full particle orbit effects in regular and stochastic magnetic fields,2016-07-01,2016.0,journal-article,False,"1070-664X,1089-7674",Physics of Plasmas,AIP Publishing,arxiv.org;www.osti.gov,"Physical sciences, Astronomy"
10.1016/j.crma.2016.05.004,publisher,True,Deux analogues au déterminant de Maillet,2016-07-01,2016.0,journal-article,False,1631-073X,Comptes Rendus Mathematique,Elsevier BV,,Medical research
10.1016/j.ceramint.2016.04.085,publisher,True,"Corrigendum to ‘‘Novel Lu-doped Bi2WO6 nanosheets: Synthesis, growth mechanisms and enhanced photocatalytic activity under UV-light irradiation’’ [Ceram. Int. 42 (2016) 8552–8558]",2016-07-01,2016.0,journal-article,False,0272-8842,Ceramics International,Elsevier BV,,"Physical sciences, Astronomy"
10.1088/1751-8113/49/26/269501,closed,False,Corrigendum: Hamiltonian closures for fluid models with four moments by dimensional analysis (2015J. Phys. A: Math. Theor.48 275501),2016-05-24,2016.0,journal-article,False,"1751-8113,1751-8121",Journal of Physics A: Mathematical and Theoretical,IOP Publishing,,"Physical sciences, Astronomy"
10.1016/j.fishres.2016.03.013,closed,False,Life history traits and fishery patterns of teleosts caught by the tuna longline fishery in the South Atlantic and Indian Oceans,2016-07-01,2016.0,journal-article,False,0165-7836,Fisheries Research,Elsevier BV,,Biology (fond.)
10.1103/physrevb.93.235449,repository,True,Nonsymmetrized noise in a quantum dot: Interpretation in terms of energy transfer and coherent superposition of scattering paths,2016-06-29,2016.0,journal-article,False,"2469-9950,2469-9969",Physical Review B,American Physical Society (APS),HAL;arxiv.org,"Physical sciences, Astronomy"
10.1002/2016gl069389,repository,True,Evidence of atmospheric nanoparticle formation from emissions of marine microorganisms,2016-06-20,2016.0,journal-article,False,0094-8276,Geophysical Research Letters,American Geophysical Union (AGU),HAL,"Earth, Ecology, 
Energy and applied biology"
10.1103/physrevd.93.122010,publisher;repository,True,High-energy neutrino follow-up search of gravitational wave event GW150914 with ANTARES and IceCube,2016-06-23,2016.0,journal-article,False,"2470-0010,2470-0029",Physical Review D,American Physical Society (APS),api.research-repository.uwa.edu.au;arxiv.org;authors.library.caltech.edu;bib-pubdb1.desy.de;biblio.ugent.be;digital.library.adelaide.edu.au;dspace.mit.edu;eprints.gla.ac.uk;eprints.whiterose.ac.uk;hdl.handle.net;kuscholarworks.ku.edu;pubblicazioni.unicam.it;pure.mpg.de;repositorio.unesp.br;riunet.upv.es;strathprints.strath.ac.uk;univoak.eu;upcommons.upc.edu;www.vliz.be,"Physical sciences, Astronomy"
